name,address,region,phone,rating,rating_numbers,website,map
松奈職人丼飯,404台中市北區興進路117號2樓,台中市 / 北區,0973 100 259,2.7,22,https://www.facebook.com/%E6%9D%BE%E5%A5%88%E8%81%B7%E4%BA%BA%E4%B8%BC%E9%A3%AF-337536056976857/,https://goo.gl/maps/bp4Hs5ebYTfD2EfA7
微笑咖哩-太平中山店,406台中市太平區中山路三段220號,台中市 / 太平區,04 2393 7287,4.4,240,https://www.facebook.com/SmileCurry.Taiping/,https://goo.gl/maps/vEUpodQQoVPHa6VM8
咖哩讚,406台中市太平區長億路124號,台中市 / 太平區,04 2276 6998,4.2,84,https://kali-zan.weebly.com/,https://goo.gl/maps/j4Q4SxiJCv4P9cTu8
錢町咖哩專賣店Money Curry,406台中市北屯區大連路三段10號,台中市 / 北屯區,0983 582 105,4.8,116,https://www.facebook.com/MoneyCurry2018,https://goo.gl/maps/By4x1kHx9cadTqqe6
Home28咖哩 北平店,406台中市北屯區北平路三段79號,台中市 / 北屯區,04 2237 0052,4.5,278,https://www.instagram.com/28.curry/,https://goo.gl/maps/Kn2x4MhrUeRYJGo57
雙醬咖喱昌平店 公休日不定時～公告在粉絲專頁,406台中市北屯區昌平路一段30之2號,台中市 / 北屯區,0928 853 706,4.4,86,https://www.facebook.com/%E9%9B%99%E9%86%AC%E5%92%96%E5%93%A9%E6%98%8C%E5%B9%B3%E5%BA%97-113465836899771/,https://goo.gl/maps/oqdnwqipT2PatLBN7
品CURRY咖哩,406台中市北屯區東山路一段140巷2弄1號,台中市 / 北屯區,0958 960 908,4.8,109,https://www.pingcurry.com/,https://g.page/pingcurry?share
雙醬咖喱-東山店,406台中市北屯區東山路一段220-1號,台中市 / 北屯區,0985 200 778,4.2,66,https://www.facebook.com/pages/category/Diner/%E9%9B%99%E9%86%AC%E5%92%96%E5%93%A9-%E6%9D%B1%E5%B1%B1%E5%BA%97-1551185361682502/,https://goo.gl/maps/1AbdbR3RcU8XLMQX6
好日咖哩-東山店,406台中市北屯區東山路一段365之15號,台中市 / 北屯區,04 2239 7636,4.7,491,https://www.facebook.com/pages/category/Diner/%E5%A5%BD%E6%97%A5%E5%92%96%E5%96%B1-%E6%9D%B1%E5%B1%B1%E5%BA%97%E5%A5%BD%E6%97%A5%E3%82%AB%E3%83%AC%E3%83%BC%E6%A0%AA%E5%BC%8F%E6%9C%83%E7%A4%BE-101357531615541/,https://goo.gl/maps/sALHXjTQozKw7WR9A
NJ19簡餐x泰式,406台中市北屯區東山路一段50-12號,台中市 / 北屯區,04 2436 0335,4.7,94,https://www.facebook.com/NJ19restaurant/,https://g.page/NJ19Taichung?share
波特多日本咖哩屋 / 日式豬排咖哩 / 海鮮咖哩 / 台中咖哩推薦 / 北屯咖哩推薦,406台中市北屯區建和路二段22號,台中市 / 北屯區,04 2437 9090,4.5,350,https://www.facebook.com/ILovePotatoCurry,https://goo.gl/maps/k7zFZjVZLPCg7CXr6
Mr.38 咖哩美食餐廳（崇德店）,406台中市北屯區崇德路二段57號,台中市 / 北屯區,04 2236 8881,4.6,3983,http://www.mr38.com.tw/,https://goo.gl/maps/u8ZNPWKjqg1G3Joo7
初畚咖哩,406台中市北屯區景賢路198號,台中市 / 北屯區,04 2436 0506,4.6,135,NAH,https://goo.gl/maps/uLuMnNsyPXeJbECg9
金飽熟成咖哩,406台中市北屯區熱河路二段156號,台中市 / 北屯區,0920 300 257,4.9,107,https://www.facebook.com/%E9%87%91%E9%A3%BD%E5%92%96%E5%93%A9%E5%A4%96%E5%B8%B6%E9%A4%90%E7%9B%92-107798794082356/,https://goo.gl/maps/hXMCRacCQQpLTfoSA
金老闆 義日式料理(原My食堂 ),406台中市北屯區興安路二段47號,台中市 / 北屯區,0962 076 706,4.2,357,https://goldboss-pasta.business.site/?utm_source=gmb&utm_medium=referral,https://goo.gl/maps/CoaUJYeq6gioh3BB8
Home28咖哩 大隆店,407台中市西屯區大隆路72號,台中市 / 西屯區,04 2326 9850,4.4,1052,https://www.facebook.com/Home28Curry/,https://g.page/Home28Curry?share
朝寢坊の咖哩 台中西區本店,407台中市西屯區大墩十九街3之1號,台中市 / 西屯區,04 2327 1221,4.6,628,https://curry.gourmet-taichung.tw/,https://g.page/taichung-curry?share
極 職人咖哩 (逢甲店)-逢甲推薦咖哩|平價美食|銅板美食|必吃咖哩|評價美食|好吃咖哩飯,407台中市西屯區文華路217-6號,台中市 / 西屯區,04 2451 9196,4.1,464,https://www.facebook.com/%E6%A5%B5-%E8%81%B7%E4%BA%BA%E5%92%96%E5%93%A9-%E9%80%A2%E7%94%B2%E5%BA%97-1833502233385535/,https://goo.gl/maps/Xaio67DojujsaXRB9
漫香咖哩舖,407台中市西屯區玉門路496號,台中市 / 西屯區,04 2461 2500,4.5,143,https://www.facebook.com/BrothAndSpicesCurry/?modal=admin_todo_tour,https://g.page/BrothAndSpicesCurry?share
Mr.38 咖哩美食餐廳（逢甲店）,407台中市西屯區至善路212號,台中市 / 西屯區,04 2452 8188,4.6,4544,https://mr38.business.site/?utm_source=gmb&utm_medium=referral,https://goo.gl/maps/oCrQasjbdRDvFnYNA
純粹咖哩製造所,407台中市西屯區西安街217號,台中市 / 西屯區,0986-558190,4.8,101,https://www.instagram.com/purecurry_fc/,https://goo.gl/maps/cEBWiiMfyGi2Qd9p6
小林家咖哩飯串物專門,407台中市西屯區智惠街105號,台中市 / 西屯區,04 2452 6682,4.6,301,https://kobayashiya-japanese-curry-restaurant.business.site/?utm_source=gmb&utm_medium=referral,https://goo.gl/maps/gkCPZMd6UEgYbYcH8
異鄉人 咖哩日本食堂,407台中市西屯區福星路603號,台中市 / 西屯區,04 2326 9273,3.7,1316,https://www.facebook.com/%E7%95%B0%E9%84%89%E4%BA%BA-%E5%92%96%E5%93%A9%E6%97%A5%E6%9C%AC%E9%A3%9F%E5%A0%82-161627467257124/,https://goo.gl/maps/NBJqAfbFDuHKD8JZ8
利家日式咖哩專賣店Li Go Curry House,408台中市南屯區文心南五路一段321之8號,台中市 / 南屯區,04 2471 8391,4,513,http://www.ligocurry.com/,https://g.page/ligocurry?share
飯醬curry's&stew(咖哩專賣店),408台中市南屯區京展街221號,台中市 / 南屯區,0902 270 057,4.5,598,https://www.facebook.com/%E9%A3%AF%E9%86%AC-111950046929606/,https://goo.gl/maps/BUjohWBP1egDAHWs9
七原香好的咖哩食味所,408台中市南屯區黎明路二段360號,台中市 / 南屯區,04 2255 8226,4.3,390,https://instagram.com/sevenicecurry?utm_medium=copy_link,https://g.page/sevenicecurry?share
微笑咖哩－台中黎明店,408台中市南屯區黎明路二段419號,台中市 / 南屯區,04 2251 8325,4,254,https://www.facebook.com/%E5%BE%AE%E7%AC%91%E5%92%96%E5%93%A9-%E5%8F%B0%E4%B8%AD%E9%BB%8E%E6%98%8E%E5%BA%97-950094945055084/,https://goo.gl/maps/kUHpikg9cM95U7Yw5
雙醬咖哩 育賢店,411041台中市太平區育賢路157-3號,台中市 / 太平區,04 2393 7733,4,56,https://www.facebook.com/%E9%9B%99%E9%86%AC%E5%92%96%E5%93%A9-%E8%82%B2%E8%B3%A2%E5%BA%97-108911047512553/,https://goo.gl/maps/Bd7UxNs539CYWQmb8
馨翔緣三明治·咖啡,41169台中市太平區樹孝路22號,9台中 / 市太平,04 2391 3816,4.3,51,https://www.facebook.com/%E9%A6%A8%E7%BF%94%E7%B7%A3%E5%92%96%E5%95%A1%E4%B8%89%E6%98%8E%E6%B2%BB-2089252487853154/,https://goo.gl/maps/sLfpj8jXdUmFLX6r7
Nice Nine 雙醬咖哩 (勤益店),411台中市太平區中山路一段243巷22號,台中市 / 太平區,0973 180 798,4.4,191,https://www.facebook.com/niceninencut/,https://g.page/niceninencut?share
雙醬咖哩太平新福店(雞排、豬排、丼飯、蛋包飯),411台中市太平區中山路四段117-2號,台中市 / 太平區,0987 098 262,4.3,57,https://www.facebook.com/%E9%9B%99%E9%86%AC%E5%92%96%E5%93%A9%E5%A4%AA%E5%B9%B3%E6%96%B0%E7%A6%8F%E5%BA%97-108438250652814/,https://goo.gl/maps/WANyFdfKpeUBYyKR7
禾荳家國際事業有限公司,411台中市太平區中平九街109巷27號,台中市 / 太平區,04 2270 9936,3.8,8,Nah,https://g.page/Hedoujia8888?share
地表387,411台中市太平區中興路61號號,台中市 / 太平區,04 2275 2233,4,278,http://www.facebook.com/387.taiping,https://goo.gl/maps/DbsYfHX3bpuJPCv96
咖哩領事館,411台中市太平區育才路38號,台中市 / 太平區,0986 025 179,3.1,54,https://www.facebook.com/%E5%92%96%E5%93%A9%E9%A0%98%E4%BA%8B%E9%A4%A8-1626287547622803/,https://goo.gl/maps/Wx7AEYRSDmJxKJ1e9
夫婦咖哩 Fu Fu curry,411台中市太平區新興路的餐車,台中市 / 太平區,0989 076 121,4.8,24,https://www.facebook.com/%E5%A4%AB%E5%A9%A6%E5%92%96%E5%93%A9-fufu-curry-107132797995635/,https://goo.gl/maps/gPr8omzV7J3ndjes7
屋裡ウリ_ULi,412台中市大里區中湖路8巷27號,台中市 / 大里區,04 2496 0449,4.6,22,https://www.facebook.com/%E5%B1%8B%E8%A3%A1%E3%82%A6%E3%83%AA-103568128331446/?ref=page_internal,https://goo.gl/maps/Bp9TE5fWJtHuGJeS6
橘多屋咖喱傳奇,412台中市大里區中興路二段159號,台中市 / 大里區,04 2485 4060,4.1,60,https://m.facebook.com/pages/%E6%A9%98%E5%A4%9A%E5%B1%8B%E5%92%96%E5%93%A9/195198847189666,https://goo.gl/maps/PvXGweF3TpBzJyU59
三沐森咖哩,412台中市大里區仁堤路9號,台中市 / 大里區,(04)2491-6961,Nah,Nah,https://www.facebook.com/%E4%B8%89%E6%B2%90%E6%A3%AE%E5%92%96%E5%93%A9-665228126871469/,https://goo.gl/maps/kv3p7qYC4nie9MhZ8
微笑咖哩 成功店,412台中市大里區成功二路7號,台中市 / 大里區,04 2496 0998,4,274,https://www.facebook.com/smilesuncurry/,https://goo.gl/maps/nTe43h2JpjaFNX6ZA
嗜咖哩/台中咖哩/台中小吃/台中推薦餐廳/台中必吃/大里美食/大里餐廳,412台中市大里區國光路二段80號,台中市 / 大里區,0989 271 177,4.7,155,https://shicurry0718.weebly.com/,https://goo.gl/maps/puHwG5fY5Aw5TDKJ6
菊屋,412台中市大里區塗城路659號,台中市 / 大里區,04 2495 3083,4.5,42,https://www.facebook.com/%E8%8F%8A%E5%B1%8B-%E6%97%A5%E5%BC%8F%E4%B8%BC%E9%A3%AF-475024645955771/,https://goo.gl/maps/mZjVBAREBrso4FDC7
麥香屋,413台中市霧峰區吉峰東路69號,台中市 / 霧峰區,04 2339 6645,4.2,229,NAH,https://goo.gl/maps/hNJDUkREwLstzDMA7
雙醬咖哩霧峰店,413台中市霧峰區振德街22號,台中市 / 霧峰區,04 2330 4849,4.5,61,https://www.facebook.com/%E9%9B%99%E9%86%AC%E5%92%96%E5%93%A9%E9%9C%A7%E5%B3%B0%E5%BA%97-112599414250015/,https://goo.gl/maps/KoR36XbZ4ZHNQPjq7
熊轉家田咖喱,413台中市霧峰區新厝路385號,台中市 / 霧峰區,04 2330 6331,4.6,121,https://www.facebook.com/dufun/,https://g.page/dufun2021?share
微笑咖哩霧峰店,413台中市霧峰區樹仁路75號,台中市 / 霧峰區,04 2339 9100,4.2,45,https://www.facebook.com/%E5%BE%AE%E7%AC%91%E5%92%96%E5%93%A9-%E9%9C%A7%E5%B3%B0%E5%BA%97-112039790625360/,https://goo.gl/maps/MTDLgMPzKWWVio476
小日和咖啡(轉型中，暫時休息）,414台中市烏日區長春街537號,台中市 / 烏日區,04 2338 7667,4.3,332,https://www.facebook.com/%E5%B0%8F%E6%97%A5%E5%92%8C%E5%92%96%E5%95%A1-A-Good-Day-Cafe-489090711233175/,https://goo.gl/maps/KbBtbA8mfZAKgNfB8
啡咖哩,414台中市烏日區三榮路二段183號,台中市 / 烏日區,04 2338 0258,4.6,33,https://restaurant-108797.business.site/?utm_source=gmb&utm_medium=referral,https://goo.gl/maps/mXquW6azksj86YjK7
雙醬咖哩后里甲后店,421台中市后里區甲后路一段399號,台中市 / 后里區,0979 707 837,4.2,61,https://bit.ly/2XNG88L,https://goo.gl/maps/Vn7ZaHNLpWrPsziv8
木下食堂潭子店,427台中市潭子區中山路一段180號,台中市 / 潭子區,Nah,4.1,248,https://m.facebook.com/profile.php?id=101144642062153&ref=content_filter,https://goo.gl/maps/4fXUr98VeckY2zPN6
雙醬咖哩-潭子店,427台中市潭子區中山路二段116號,台中市 / 潭子區,0972 616 708,3.8,57,https://store.dudooeat.com/order/menu/f88215b08ff9415d8cb94862fbe92bd8,https://goo.gl/maps/bFaVYA4zjAtBKYDE8
典咖哩洋食屋-熟成咖哩第一品牌,433台中市沙鹿區英才路15-1號,台中市 / 沙鹿區,04 2631 1623,4.6,101,https://www.facebook.com/CurryDian,https://goo.gl/maps/yEZjM1UQnKa2jeMF9
Mr.38 咖哩美食餐廳（東海店）,434台中市龍井區遊園南路183號,台中市 / 龍井區,04 2652 2238,4.7,4483,http://www.mr38.com.tw/index.php,https://goo.gl/maps/zqVKsEPStsQYqmbo7
心意咖哩豬排大甲店,437台中市大甲區中山路一段724之4號,台中市 / 大甲區,04 2687 5232,4.1,81,https://www.facebook.com/%E5%BF%83%E6%84%8F%E5%92%96%E5%93%A9%E8%B1%AC%E6%8E%92%E9%A3%AF-312865799082405/,https://goo.gl/maps/1YDstnDv4fBDSRfZ7
七號咖哩,437台中市大甲區仁愛街300號,台中市 / 大甲區,0905 570 813,4.9,46,Nah,https://goo.gl/maps/5EdP5FmXLTfCMZL76
雙醬咖哩台中大甲店,437台中市大甲區孔雀路66號,台中市 / 大甲區,04 2680 1289,4.5,72,https://www.facebook.com/profile.php?id=100073365104036,https://goo.gl/maps/1J41fNeqmY2i45SR9
一隻魚咖啡館,438台中市外埔區水美路253號,台中市 / 外埔區,04 2688 8365,4.7,88,https://m.facebook.com/afishcafe/,https://g.page/afishcafe?share
