name,address,region,phone,rating,rating_numbers,website,map
笑貓咖哩 | 創作香料咖哩專門店,105台北市松山區八德路二段346巷1弄9號大馬路上,台北市 / 松山區,02 8771 0448,4.6,527,https://linktr.ee/xiaomao_curry,https://g.page/xiaomao_curry?share
Hey Curry咖哩,105台北市松山區八德路三段12巷5弄15號1樓,台北市 / 松山區,02 2579 5821,4.6,245,https://www.facebook.com/heycurry/,https://g.page/heycurry?share
小吉咖哩 八德店,105台北市松山區八德路三段158巷20弄1-1號,台北市 / 松山區,0902 192 732,4.1,524,https://www.facebook.com/xiaojicurry/,https://goo.gl/maps/ae3bWDdYAsCUKjxg9
咖啡屋 珈琲や 台北松山工房,105台北市松山區八德路四段758號,台北市 / 松山區,02 2747 0051,4.5,511,https://www.facebook.com/tw.coffeeya/,https://goo.gl/maps/z5tWnKupZvf5jwDh9
四維咖啡商號 Cafe 4 Way,105台北市松山區民生東路五段69巷2-2號號,台北市 / 松山區,02 3765 5088,4.6,422,https://cafe4way.com/,https://g.page/cafe4way?share
九屯咖哩 Kyutamuro,105台北市松山區民生東路四段56巷1弄2號,台北市 / 松山區,02 2715 5855,4.7,258,https://www.facebook.com/kyutamuro,https://g.page/kyutamuro?share
布咕咖啡,105台北市松山區南京東路三段303巷8之1號,台北市 / 松山區,02 8712 6161,4,1057,https://www.facebook.com/boogoocafe,https://goo.gl/maps/PmmQrpGnPM4wVvof9
喵吧咖啡廳,105台北市松山區南京東路五段123巷1弄11號,台北市 / 松山區,02 2753 1011,4.3,405,https://www.facebook.com/meowbar1,https://goo.gl/maps/7LEZkNze1fYCMaRr9
咖食堂-咖哩世界研究室,105台北市松山區南京東路四段133巷4弄12號,台北市 / 松山區,02 2546 8096,4.2,482,https://japanese-curry-restaurant-176.business.site/,https://goo.gl/maps/p41rwUXDzS7SQKAP6
咖哩本舍 台北小巨蛋店,105台北市松山區敦化北路155巷16號1樓,台北市 / 松山區,02 2719 5866,4.2,691,https://www.facebook.com/taipeicurry/,https://goo.gl/maps/gyKH4reWkEszcXnS9
六丁目Cafe（無訂位服務）,105台北市松山區新中街6巷7號,台北市 / 松山區,02 2761 5510,4.6,1195,http://www.facebook.com/rokucyoumecafe,https://goo.gl/maps/yXz7BALGZxB8V67dA
小富士日式蓋飯咖哩屋,105台北市松山區新東街11巷16號,台北市 / 松山區,02 8787 4900,4.3,76,Nah,https://goo.gl/maps/ETHgWJVHPzusALJYA
J.B. CURRY 印度咖哩,105台北市松山區興安街206號,台北市 / 松山區,02 2716 6192,4.1,202,https://www.facebook.com/pages/JB-Curry-%E5%8D%B0%E5%BA%A6%E5%92%96%E5%93%A9/254341911350144,https://goo.gl/maps/93ZShXhLrQ3f4Czm9
金華街咖哩屋(Janny Curry House),10642台北市大安區金華街199巷1弄4號,台北市 / 大安區,02 2341 1371,4.3,235,https://www.facebook.com/jannyscurryhouse/,https://g.page/jannyscurryhouse?share
銀兔湯咖哩,10646台北市大安區浦城街13巷4號,台北市 / 大安區,02 2369 7331,4.6,4794,https://www.facebook.com/groups/1458151457896316,https://goo.gl/maps/AJxxvmXGaoZM7FEV9
大阪香料咖哩 (osakaspicecurry),10697台北市大安區復興南路一段107巷5弄15-2號1樓,台北市 / 大安區,0928 916 772,4.4,657,https://www.facebook.com/osakaspicecurry-500867170449393/,https://g.page/osakaspicecurry?share
新高軒,106台北市大安區市民大道四段8號,台北市 / 大安區,02 8773 9234,3.9,734,https://www.facebook.com/%E6%96%B0%E9%AB%98%E8%BB%92-1936009866417658/,https://goo.gl/maps/Xc2HXiN2HxtWp71T8
安和咖啡商號 Cafe Ah! -信義安和站咖啡/印度咖哩/台北美食/甜點,106台北市大安區安和路一段127巷5號右邊一樓,台北市 / 大安區,02 2755 3565,4.9,190,https://cafe4way.com/,https://g.page/CafeAh?share
Café de Riz 米販咖啡,106台北市大安區安和路一段78巷34號,台北市 / 大安區,02 2755 6587,4,412,https://www.facebook.com/cafederiz/,https://g.page/cafederiz?share
旭倉咖哩,106台北市大安區辛亥路二段169號,台北市 / 大安區,0975 114 580,4.4,38,Nah,https://goo.gl/maps/CyEgtTLs8siFmYge8
佐藤咖哩,106台北市大安區和平東路三段228巷9號,台北市 / 大安區,02 8732 6523,4.4,3899,https://www.facebook.com/satocurry,https://goo.gl/maps/eB5pifscztwYk9PH9
TAKEOUT CURRY SHOP 咖哩專門店,106台北市大安區延吉街160巷5之3號,台北市 / 大安區,02 2775 4804,4.8,285,https://www.facebook.com/TAKEOUTCURRYSHOP/,https://g.page/takeoutcurry?share
泰迪農園咖哩-復興店,106台北市大安區忠孝東路三段300號7樓,台北市 / 大安區,02 8772 6099,4.5,100,https://www.facebook.com/TEDDYFARMCURRY,https://goo.gl/maps/4NcQmqmeGRSXLSLB9
富士咖哩FujiCurry,106台北市大安區臥龍街153號,台北市 / 大安區,02 2737 2903,4,1388,https://www.facebook.com/fujicurry/,https://goo.gl/maps/cwny6xgHrjRjKgV66
NoName咖哩カレーライス專門店,106台北市大安區信義路三段166巷4號,台北市 / 大安區,02 2703 8813,4.3,890,https://www.facebook.com/NoName%E5%92%96%E5%93%A9%E3%82%AB%E3%83%AC%E3%83%BC%E3%83%A9%E3%82%A4%E3%82%B9%E5%B0%88%E9%96%80%E5%BA%97-188120185122265/,https://goo.gl/maps/8mjCWZtw7iRmtxTt7
這間咖啡,106台北市大安區信義路四段30巷39號,台北市 / 大安區,02 2755 1288,4.3,676,https://www.facebook.com/Zhejiancafe/,https://goo.gl/maps/PLMXv4VBK4BGoo2W8
農粹日式咖哩 / 漫拾泡芙,106台北市大安區信義路四段30巷3號,台北市 / 大安區,02 2706 0555,4.3,162,https://fliplifestyle.com.tw/nongcui,https://goo.gl/maps/mojAp2bFjMqT3kBv5
青山日和 CAFE,106台北市大安區建國南路二段37號1樓,台北市 / 大安區,02 2706 5850,4.7,180,https://www.facebook.com/SunGreenHill/,https://g.page/sunatgreenhill?share
小丘chiu巢咖哩,106台北市大安區泰順街40巷2號,台北市 / 大安區,0972 445 034,4.4,462,https://www.facebook.com/siaochiu/,https://goo.gl/maps/p7WRQHtnUEcL97so8
通庵 熟成咖哩 （創始店）,106台北市大安區通安街115號,台北市 / 大安區,Nah,4.4,1664,https://www.facebook.com/tongan.curry/,https://g.page/tongan-curry?share
佐藤咖哩 復興店,106台北市大安區復興南路一段92之1號,台北市 / 大安區,02 2711 1967,4.6,3204,https://shop.ichefpos.com/store/1YD1RAfK,https://goo.gl/maps/mfy37TLWiqUBDC8DA
Curry Lounge印度咖哩吧,106台北市大安區敦化南路一段160巷4號,台北市 / 大安區,02 2721 7568,4.7,188,https://www.facebook.com/%E5%8D%B0%E5%BA%A6%E5%92%96%E5%93%A9%E5%90%A7Curry-Lounge-113507466720369,https://goo.gl/maps/FEeF2NdiQsBZGHQu8
The Shed,106台北市大安區敦化南路二段172巷32號,台北市 / 大安區,02 2377 1235,4.7,333,https://www.facebook.com/theshed.tw/,https://g.page/theshed2017?share
稻咖哩,106台北市大安區溫州街79號,台北市 / 大安區,02 2363 7439,4.5,1131,https://m.facebook.com/webber827/,https://goo.gl/maps/WBBUCA754Ep5gr7m8
老咖哩,106台北市大安區樂利路86巷6號之1號,台北市 / 大安區,02 2732 3281,4.3,194,https://www.facebook.com/currylaooo/,https://goo.gl/maps/Ku68jFLGakUsXrLv8
甩泰咖哩專賣店,106台北市大安區樂業街128-7號,台北市 / 大安區,0960 751 887,4.5,360,https://www.instagram.com/thai_curry1007/,https://goo.gl/maps/4qZb4wHkSsBxVELZA
休習日 Z Day Cafe,106台北市大安區樂業街41巷2號,台北市 / 大安區,02 2378 0602,4.5,537,http://zdaycafe.com/,https://goo.gl/maps/FcZBSwQQsHSXJj7w5
小川咖哩,106台北市大安區濟南路三段13之2號,台北市 / 大安區,02 2731 5501,4.2,332,https://www.facebook.com/pages/%E5%B0%8F%E5%B7%9D%E5%92%96%E5%93%A9/172076022840533,https://goo.gl/maps/qXhyGmci2akPQ18G7
田樂 黑咖哩,106台北市大安區臨江街40巷11號,台北市 / 大安區,02 2738 2209,4.3,534,https://www.facebook.com/dengaku9453/?fref=ts,https://goo.gl/maps/vs6APvPxkcZ3dfe76
佐藤咖哩 西門店,108台北市萬華區成都路27巷15號,台北市 / 萬華區,02 2361 0020,4.5,950,https://www.facebook.com/%E4%BD%90%E8%97%A4%E5%92%96%E5%93%A9-Sato-Curry-%E8%A5%BF%E9%96%80%E5%BA%97-102645124537229/,"https://www.google.com/maps/place/%E4%BD%90%E8%97%A4%E5%92%96%E5%93%A9+%E8%A5%BF%E9%96%80%E5%BA%97/@25.0431118,121.5047253,17z/data=!3m2!4b1!5s0x3442a909093a6b2b:0x9659a2da4f34e7ba!4m5!3m4!1s0x3442a979fbe537f9:0x120087d9d5509b4c!8m2!3d25.043107!4d121.506914"
妳有咖啡 neo cafe,108台北市萬華區武昌街二段83-9號號 2F,台北市 / 萬華區,02 2370 5174,4.1,724,https://www.facebook.com/neocafe2f/,https://g.page/neocafe2f?share
艋舺咖喱 MONGACURRY,108台北市萬華區康定路23號,台北市 / 萬華區,02 2389 0230,4.9,170,https://linktr.ee/MongaCurry,https://goo.gl/maps/KQDE8sEuptWwME6r8
扒咖哩 バカレー,108台北市萬華區隆昌街3號,台北市 / 萬華區,0979 763 785,4,626,https://www.facebook.com/%E6%89%92%E5%92%96%E5%93%A9%E3%83%90%E3%82%AB%E3%83%AC%E3%83%BC-221318761727428/,https://goo.gl/maps/mb71gbMRpTf3kE1NA
CoCo壹番屋 西門漢中店,108台北市萬華區漢中街49號2樓,台北市 / 萬華區,02 2381 8820,3.8,702,http://www.ichibanya.com.tw/,https://goo.gl/maps/ZvpKtkLZgXAQbNA87
Curry For Peace,110台北市信義區光復南路519巷7號,台北市 / 信義區,02 8786 9877,4.4,442,http://www.curryforpeace.com/,https://g.page/CurryForPeace?share
微想咖哩,110台北市信義區吳興街184巷10號,台北市 / 信義區,02 2737 5108,4,719,https://zh-tw.facebook.com/thinkingcurry,https://goo.gl/maps/V7anKvfxWjNmMCh46
銀兔湯咖哩 信義店,110台北市信義區忠孝東路四段553巷10號,台北市 / 信義區,02 2765 1833,4.5,2433,https://m.facebook.com/ginto.xinyi/,https://goo.gl/maps/eA3AcnrFFYDoHWwM8
家咖哩 松菸店,110台北市信義區忠孝東路四段553巷46弄4號,台北市 / 信義區,02 2764 5830,4.4,2291,http://www.jiacurry.com/,https://goo.gl/maps/ocVttkFYazv3DiM19
銀兔湯咖哩 誠品松菸店,110台北市信義區菸廠路88號B1,台北市 / 信義區,02 6636 5888#1908,4.2,1666,Nah,https://goo.gl/maps/9TstqS72jWZuC1o48
OTIS Cafe咖哩輕食簡餐,111台北市士林區美德街104號大門靠捷運側,台北市 / 士林區,02 2831 9191,4.5,364,https://www.facebook.com/OtisCafeHome/,https://g.page/OTISCafe?share
豬排咖哩飯,111台北市士林區通河街141巷1號,台北市 / 士林區,02 2886 8887,4.3,105,Nah,https://goo.gl/maps/d33Qjjwws1rwiaf37
山边咖啡 Brae Café,11241台北市北投區溫泉路110-1號,台北市 / 北投區,02 2893 9325,4.7,305,https://braecafe.business.site/,https://g.page/braecafe?share
匠亭 カレー 咖哩飯,112台北市北投區石牌路二段68巷2號號 1 樓,台北市 / 北投區,0926 831 501,4.5,193,https://www.facebook.com/kiosuku2020/,https://g.page/kiosuku2020?share
呷乎飽咖哩飯（原昕咖哩）,112台北市北投區立農街二段282號,台北市 / 北投區,02 2828 9811,4,62,https://www.facebook.com/%E5%91%B7%E5%91%BC%E9%A3%BD%E5%92%96%E5%93%A9-679302272497936/,https://g.page/gahubao?share
屋麥伊 粥.咖哩,112台北市北投區實踐街29號,台北市 / 北投區,0901 028 581,4.5,65,https://instagram.com/u.ma.i.2020?igshid=1bqrikxqilpkx,https://goo.gl/maps/ybbDakwBCGWUuPG7A
CURRY CURRY 咖哩咖哩,114台北市內湖區民權東路六段296巷38之6號B1,台北市 / 內湖區,0908 332 155,4.7,179,http://instagram.com/curry.goodtime,https://goo.gl/maps/wP5PTD26fYKpXPxd7
JokeR coffee,114台北市內湖區陽光街275號114,台北市 / 內湖區,02 2627 2625,4.6,573,https://www.facebook.com/JokeR.taipei/,https://goo.gl/maps/HAfbADUpC8T8b89aA
苒冉小食光,11579台北市南港區興中路28巷5號,台北市 / 南港區,02 2788 9639,4.5,269,http://www.facebook.com/ranran2019,https://goo.gl/maps/KSUEUmU87BkeUj1Y6
5senses cafe,116台北市文山區興隆路三段112巷2弄25號1樓,台北市 / 文山區,02 8663 5357,4.2,486,https://www.facebook.com/5senses.cafe/,https://g.page/5senses-cafe?share
