name,address,region,phone,rating,rating_numbers,website,map
AJITOYA沖繩黑糖湯咖哩,320桃園市中壢區新生路181巷33號,桃園市 / 中壢區,03 422 3911,4.6,412,https://m.facebook.com/taiwanajitoya/?ref=bookmarks,https://goo.gl/maps/ZXMZc4Emb2r18MZQ8
212泡菜鍋咖哩飯蓋飯,320桃園市中壢區實踐路212號,桃園市 / 中壢區,03 437 9320,4.4,66,https://mnya.tw/yo/word/849.html,https://goo.gl/maps/JpK6mg9hitcGG5Xk9
Nice Nine雙醬咖哩,320桃園市中壢區實踐路235號,桃園市 / 中壢區,03 436 6033,3.7,209,https://www.nicenine99.com/,https://goo.gl/maps/86WNzK3uTVioFgoS7
與食同行,320桃園市中壢區實踐路91巷2-1號,桃園市 / 中壢區,0968 952 262,5,220,Nah,https://goo.gl/maps/AYC5weT9Y4LZerBR6
陳煮席咖哩,320桃園市中壢區實踐路91巷2號,桃園市 / 中壢區,0926 216 116,4.1,347,https://www.facebook.com/%E9%99%B3%E4%B8%BB%E5%B8%AD-1730288720427902/,https://goo.gl/maps/E3bGmpf8hBhwdkRSA
靜岡咖喱,320桃園市中壢區福州二街490號,桃園市 / 中壢區,0986 858 283,4.8,256,https://japanese-curry-restaurant-951.business.site/?utm_source=gmb&utm_medium=referral,https://goo.gl/maps/KLLUzd5kxJojarcY6
樹太郎,320桃園市中壢區廣安街12號,桃園市 / 中壢區,0952 926 860,4.2,1545,https://facebook.com/kitarousBenJiaTingMeiShiJiRiBenLiuXingZaHuo/,https://goo.gl/maps/2s2SeZY6G83zjAqv8
濃咖哩,320桃園市中壢區廣安街26號,桃園市 / 中壢區,0932 388 450,4.6,20,https://www.facebook.com/koinoaji/,https://goo.gl/maps/zMTNbJx6d4V2NHf26
咖哩John,320桃園市中壢區興仁路二段67巷16號,桃園市 / 中壢區,03 285 3221,4,345,https://www.facebook.com/%E5%92%96%E5%93%A9John-121484771332382/,https://goo.gl/maps/H2pnSQJBbWdeiSv58
oh my 咖哩,320桃園市中壢區興安一街8巷8號,桃園市 / 中壢區,03 285 0084,4.2,140,https://www.facebook.com/ohmycurry0918/,https://goo.gl/maps/XH6itaoakCtxpUk97
有間好珈哩 (必吃日式晚餐、平價特色小吃、人氣美食),320桃園市中壢區龍東十二街123號,桃園市 / 中壢區,0976 271 324,4.9,65,https://www.facebook.com/%E6%9C%89%E9%96%93%E5%A5%BD%E7%8F%88%E5%93%A9-104025201779274,https://goo.gl/maps/uJJMCjq5AfoAgDen6
瘋咖哩南洋小食,320桃園市中壢區龍慈路608號,桃園市 / 中壢區,03 459 0969,4.1,254,https://www.facebook.com/fullcurry.nanyang/,https://g.page/fullcurry-nanyang?share
肉咖先生 咖哩.揚物,324桃園市平鎮區和平路9號,桃園市 / 平鎮區,0967 228 887,4.9,135,Nah,https://goo.gl/maps/T8DcM6p6rjT4EGZT6
雙醬咖哩-平鎮南安店,324桃園市平鎮區南安路122號,桃園市 / 平鎮區,03 439 1888,4.2,109,https://www.nicenine99.com/,https://goo.gl/maps/uJJYYhQ5Tfr5fWAP9
No.13 倉庫,325027桃園市龍潭區龍興路13號,桃園市 / 龍潭區,03 409 3002,4.5,152,https://www.facebook.com/No13%E5%80%89%E5%BA%AB%E5%A4%A7%E7%86%8A%E5%92%96%E5%95%A1-896794160407449/,https://goo.gl/maps/siq9X6kT2jhfE3do6
安安日式食堂,325桃園市龍潭區大同路329號,桃園市 / 龍潭區,03 479 2776,4.3,122,https://japanese-curry-restaurant-760.business.site/?utm_source=gmb&utm_medium=referral,https://goo.gl/maps/uUYC2S5mQErq7ep87
咖喱就好啦,325桃園市龍潭區公園路96號-1號,桃園市 / 龍潭區,0986 691 033,4.5,137,https://restaurant-95745.business.site/?utm_source=gmb&utm_medium=referral,https://g.page/taoyuancurry?share
胖咖喱。カレー,325桃園市龍潭區龍元路43號,桃園市 / 龍潭區,0906 111 850,4,110,https://m.facebook.com/%E8%83%96%E5%92%96%E5%96%B1%E3%82%AB%E3%83%AC%E3%83%BC-131214617524623/,https://goo.gl/maps/25v2csia8EFEG2vC6
澤井日式咖哩,326桃園市楊梅區環東路24號,桃園市 / 楊梅區,03 481 0379,4.3,143,https://www.facebook.com/%E6%BE%A4%E4%BA%95%E6%97%A5%E5%BC%8F%E5%92%96%E5%93%A9-673154646189441/,https://goo.gl/maps/4ryCMr9wJCAei5Vd8
魔法樂廚歐姆咖哩 日式丼飯專賣-桃園平價咖哩 桃園外帶美食推薦 手作熟成日式咖哩領導品牌,330桃園市桃園區大業路一段453號,桃園市 / 桃園區,03 357 5992,4.6,555,https://www.facebook.com/%E9%AD%94%E6%B3%95%E6%A8%82%E5%BB%9A%E6%A1%83%E5%9C%92%E8%97%9D%E6%96%87%E5%BA%97-%E5%92%96%E5%93%A9%E9%A3%AF%E9%8D%8B%E7%87%92%E9%BA%B5%E5%BB%A3%E6%9D%B1%E7%B2%A5-481358228691441/,https://goo.gl/maps/nd5saAHpr6ENQnH38
千稻咖哩,330桃園市桃園區中正路19號美食街B1,桃園市 / 桃園區,03 347 7887,1.9,10,https://rsv.skm.com.tw/groups/skm-TaoyuanStation/companies/-MD9uw1ih9OO3Lxz02aG:inline-live-1/restaurants/-MD9uwePGFF26nxKcFxU/preorder?date=2021-11-26&groupSize=2,https://goo.gl/maps/ZsaBXeDyAU8ZEmaZA
肚佛樂咖哩Doforlovecurry,330桃園市桃園區中埔六街192號,桃園市 / 桃園區,03 325 0893,4.5,371,https://instagram.com/doforlovecurry?igshid=s8hpm2qfwwf,https://g.page/doforlovecurry?share
金瓚圓桃園店-日式咖哩蛋包飯,330桃園市桃園區正康二街87號,桃園市 / 桃園區,0987 185 481,4.5,47,https://www.facebook.com/%E9%87%91%E7%93%9A%E5%9C%93-%E6%97%A5%E5%BC%8F%E5%92%96%E5%93%A9%E9%A3%AF%E9%8D%8B%E7%87%92%E9%BA%B5-105862627673851/,https://g.page/jinzanyuan?share
吉村咖哩,330桃園市桃園區同德十一街151號,桃園市 / 桃園區,03 346 7008,4.3,213,https://jicuncurry151.business.site/,https://g.page/jicun_curry151?share
車屋咖哩專賣,330桃園市桃園區守法路14號,桃園市 / 桃園區,03 332 2662,4.3,185,https://www.facebook.com/%E8%BB%8A%E5%B1%8B%E5%92%96%E5%93%A9%E5%B0%88%E8%B3%A3-%E6%A1%83%E5%9C%92%E9%96%80%E5%B8%82-684557248382145/,https://goo.gl/maps/udCjyRmNC3DvqZRK7
Eat益咖哩/咖啡,330桃園市桃園區自強路171號,桃園市 / 桃園區,0928 103 861,4.4,157,Nah,https://g.page/171curry?share
WEBBERHOOD COFFEE ROASTERS,330桃園市桃園區國強一街172號1F,桃園市 / 桃園區,0905 476 826,4.7,160,https://webberhood.business.site/,https://goo.gl/maps/52vCtjnLTuGV97Pp7
CoCo壹番屋 桃園店,330桃園市桃園區復興路129號2樓,桃園市 / 桃園區,03 338 2546,3.9,511,http://www.ichibanya.com.tw/,https://goo.gl/maps/iuGVkJyfmYDw2Vh27
291手作咖哩&酒吧,333桃園市龜山區中興路291號,桃園市 / 龜山區,03 320 8150,4.6,40,Nah,https://goo.gl/maps/q1WQMBrhoeUFXdXC8
"有一間,咖哩",333桃園市龜山區復興一路212巷13號,桃園市 / 龜山區,03 327 0383,4.6,454,https://www.facebook.com/pages/category/Restaurant/%E6%9C%89%E4%B8%80%E9%96%93%E5%92%96%E5%93%A9-100342198578439/,https://goo.gl/maps/BhDgn7KSZzc6iRv18
雙醬咖哩,333桃園市龜山區德明路43號,桃園市 / 龜山區,0955 268 328,4.1,173,https://www.nicenine99.com/,https://goo.gl/maps/L5kgSvX1dj8d6kVD8
久留米日式咖哩 - 桃園 (日式精緻料理 咖哩飯 手作豬排 唐揚雞 在地巷弄美食 焗烤 牛肉漢堡排 家庭餐廳推薦 ),335桃園市大溪區公園路39號,桃園市 / 大溪區,03 390 6918,4.1,256,https://www.facebook.com/pages/YS-Kitchen/283447398796234,https://goo.gl/maps/JL4wjq5dKsDexNzg6
大園咖哩娘,337桃園市大園區中正西路2-2號,桃園市 / 大園區,0962 047 247,4.7,50,https://restaurant-1113391.business.site/?utm_source=gmb&utm_medium=referral,https://goo.gl/maps/nyaZWVYaAHXthA5q9
Puzzle coffee,337桃園市大園區新生路四段249號,桃園市 / 大園區,03 287 3963,4.7,305,https://www.facebook.com/PuzzleWayToUrCoffee/,https://goo.gl/maps/tyYHm6uhCTwcQ2ky8
野倉咖哩,33845桃園市蘆竹區奉化路262號,桃園市 / 蘆竹區,03 312 9664,4.5,445,https://zh-tw.facebook.com/PiknikCurry/,https://goo.gl/maps/LGcbM88gWgCzEaYp8
咖哩咖哩curry curry,33848桃園市蘆竹區光明路二段2號,桃園市 / 蘆竹區,03 312 7921,4.4,262,https://www.facebook.com/%E5%92%96%E5%93%A9%E5%92%96%E5%93%A9currycurry-344029872596114,https://goo.gl/maps/3cjVw2abBK6jmsLL6
紅龜咖哩廚房,338桃園市蘆竹區南竹路五段159號,桃園市 / 蘆竹區,0928 874 116,4.3,54,https://www.facebook.com/%E7%B4%85%E9%BE%9C%E5%92%96%E5%93%A9%E5%BB%9A%E6%88%BF-1746195915674547/,https://goo.gl/maps/vk2UQizo9qm6CmMC9
