name,address,region,phone,rating,rating_numbers,website,map
丸子咖哩,251新北市淡水區中山北路一段108號,新北市 / 淡水區,02 2628 3628,3.4,127,https://m.facebook.com/%E4%B8%B8%E5%AD%90%E5%92%96%E5%96%B1-1334972316553488/,https://goo.gl/maps/es4eteY4qFc9jHvU6
赤味屋 日式手作漢堡排,251新北市淡水區中山北路一段149巷39號,新北市 / 淡水區,02 2620 0504,4.5,237,https://www.facebook.com/akamiso.tamsui,https://g.page/akamiso-tamsui?share
勝匠日式豬排•丼飯•唐揚炸雞,251新北市淡水區中山北路一段152號,新北市 / 淡水區,02 2629 6558,4.1,640,Nah,https://goo.gl/maps/aEjH1Nc3u2FRk6PJA
魔法咖哩 淡水店,251新北市淡水區中山路8號8樓,新北市 / 淡水區,02 2620 6123,4.1,934,http://www.magiccurry.com.tw/,https://goo.gl/maps/rvnWQtDzq8aweRgR8
HALAL MOON CURRY HOUSE穆屋咖哩,251新北市淡水區中正路11巷11號,新北市 / 淡水區,0933 226 464,4.8,78,https://www.facebook.com/Halal-Moon-Curry-House-%E7%A9%86%E5%B1%8B%E5%92%96%E5%93%A9-110305480678613/,"https://www.google.com/maps/place/HALAL+MOON+CURRY+HOUSE%E7%A9%86%E5%B1%8B%E5%92%96%E5%93%A9/@25.1710058,121.4356825,17z/data=!3m1!4b1!4m5!3m4!1s0x3442a5455bb5f355:0xec1bce951cfaeec!8m2!3d25.1710082!4d121.437867"
野營咖哩Kyanpu Curry,251新北市淡水區中正路330-1號,新北市 / 淡水區,02 2621 8733,4.3,825,http://www.facebook.com/kyanpucurry,https://goo.gl/maps/Hqzs7eSon7vEN3Xb9
樂口福日式炸豚排專門店,251新北市淡水區水源街一段122巷5號,新北市 / 淡水區,02 2622 8382,4.1,337,https://www.facebook.com/%E6%A8%82%E5%8F%A3%E7%A6%8F-195053450523671,https://goo.gl/maps/V7XteTra2hTyB8Kj9
禎饌廚房,251新北市淡水區水源街二段40號1樓,新北市 / 淡水區,02 2620 3250,4.5,267,https://www.facebook.com/ZhenZhuanKitchen/,https://goo.gl/maps/sSTNrah2hvdbb5TW7
Juicy Curry,251新北市淡水區水源街二段74巷17號,新北市 / 淡水區,0925 443 104,4.2,95,https://juicy-curry.business.site/,https://goo.gl/maps/8T749TVoqqY7nvXF7
腸腸想找餐複合式餐飲,251新北市淡水區水源街二段74巷22號,新北市 / 淡水區,02 8631 5556,3.9,59,Nah,https://goo.gl/maps/7PmRFjgUKFEzncLK8
Minimalism,251新北市淡水區水源街二段74巷2號1樓,新北市 / 淡水區,Nah,4.6,202,Nah,https://goo.gl/maps/uvpLKivjzLMpd3Jr6
39咖哩飯,251新北市淡水區北新路182巷41弄39號後—41弄4號正對面,新北市 / 淡水區,0975 298 739,4.6,36,https://www.facebook.com/NO39-%E5%92%96%E5%93%A9%E9%A3%AF-1719470601449488/,https://goo.gl/maps/1kd7hFPtxpmwvwYZ7
ooo cafe 圓滾滾,251新北市淡水區民權一街17巷16號,新北市 / 淡水區,02 2808 1313,4.7,241,https://www.facebook.com/OOO-CAFE-105281818540482/,https://goo.gl/maps/AoFiAXgSzUWguZMH6
肥叔咖哩蓋飯,251新北市淡水區自強路126之1號,新北市 / 淡水區,02 8809 8686,4,3,Nah,https://goo.gl/maps/2enPBQsyS4wJze3U7
幸福屋日式炸豬排飯,251新北市淡水區英專路21巷21號,新北市 / 淡水區,02 2625 2277,4.2,485,https://restaurant-72742.business.site/?utm_source=gmb&utm_medium=referral,https://goo.gl/maps/EsrECK6skckqsfQ47
Ma'an Ma'an Cafe',251新北市淡水區英專路65巷16號,新北市 / 淡水區,02 2621 9581,4.5,133,https://www.facebook.com/%E3%84%87%E3%84%A2%CB%8B-%E3%84%87%E3%84%A2%CB%8B%E5%92%96%E5%95%A1-Maan-Maan-Cafe-776627762403044/,https://goo.gl/maps/d4pSYsFFXXL5zmFA8
巷內の店,251新北市淡水區新民街180巷24號,新北市 / 淡水區,02 2622 0102,4.4,28,Nah,https://goo.gl/maps/vwMGBgV7LPNgYo4w6
小廚子咖哩,251新北市淡水區學府路136巷16號1,新北市 / 淡水區,0936 766 261,4.6,47,https://www.facebook.com/136kitchen/,https://g.page/136tansuicurry?share
