name,address,region,phone,rating,rating_numbers,website,map
J&T - Sakinu 薩基奴,950台東縣台東市更生路237號,台東縣 / 台東市,0962 057 812,4.4,250,https://facebook.com/J.T.sakinu,https://goo.gl/maps/JocPX6FJA4C68aQC9
一品王,950台東縣台東市長安街201-209號,台東縣 / 台東市,08 933 9619,4.1,53,https://www.facebook.com/111king/,https://goo.gl/maps/hckmyKV7ftjL1F877
文子館雲泰美食,950台東縣台東市連航路88巷15號,台東縣 / 台東市,08 922 6007,4.2,247,https://www.facebook.com/profile.php?id=100063808039652,https://goo.gl/maps/tdkZrQkqMD9Y498aA
"嘎滋Da,san",950台東縣台東市博愛路486號,台東縣 / 台東市,08 934 5592,4.9,32,https://www.facebook.com/KAZIHDASAN/,https://goo.gl/maps/HTxTWhKGnfEyjfpAA
吉購吉日式丼飯,950台東縣台東市開封街369之4號,台東縣 / 台東市,08 934 1430,4.4,67,Nah,https://goo.gl/maps/3P8TAa5gb8rotrbHA
松日式食堂,950台東縣台東市開封街373號,台東縣 / 台東市,0929 365 176,4.5,77,https://www.facebook.com/%E6%9D%BE%E6%97%A5%E5%BC%8F%E9%A3%9F%E5%A0%82-442352499239217/,https://goo.gl/maps/qBGR9PAWfEPdYCQK9
三鯉門饞涎陶璽燒-台東市開封店,950台東縣台東市開封街403號,台東縣 / 台東市,08 934 5108,3.6,44,http://m.facebook.com/pages/category/Product-Service/%E4%B8%89%E9%AF%89%E9%96%80%E9%A5%9E%E6%B6%8E%E9%99%B6%E7%92%BD%E7%87%92-%E5%8F%B0%E6%9D%B1%E5%B8%82%E9%96%8B%E5%B0%81%E5%BA%97-109564280967921/,https://goo.gl/maps/heqU87VfSywmhN4G6
台東 歐喀醬咖哩,950台東縣台東市傳廣路213號,台東縣 / 台東市,08 933 0886,4.5,77,https://www.facebook.com/%E5%8F%B0%E6%9D%B1%E6%AD%90%E5%96%80%E9%86%AC%E5%82%B3%E5%BB%A3%E5%BA%97-105334804677371/,https://goo.gl/maps/EUAYBR1Fk6ympKPq7
LOVELAND 專情島餐酒館,950台東縣台東市新生路105號,台東縣 / 台東市,08 933 5105,4.6,232,https://www.facebook.com/LOVELAND,https://goo.gl/maps/d4Jr5gQaqxMKrUtF8
日初小館-新生路 | 義大利麵 | 燉飯 | 義式冰淇淋 | 台東推薦,950台東縣台東市新生路288號,台東縣 / 台東市,08 933 3590,4.8,39,https://m.facebook.com/profile.php?id=100078246063278&_rdr,https://g.page/sunrisegelato?share
博客萊義式料理,950台東縣台東市新生路404號,台東縣 / 台東市,08 936 0686,4.3,213,https://www.facebook.com/bokelai360686/,https://goo.gl/maps/udJpTnx2rad2g8Ty6
上味食堂,950台東縣台東市新生路447號,台東縣 / 台東市,0988 417 447,4.7,2082,https://www.facebook.com/%E4%B8%8A%E5%91%B3%E9%A3%9F%E5%A0%82-221538458427588/,https://goo.gl/maps/5Z9R6vSzALs98TKj9
洋食館,950台東縣台東市新生路48號,台東縣 / 台東市,08 933 7113,3.9,513,https://m.facebook.com/pages/category/Diner/Youngs-%E6%B4%8B%E9%A3%9F%E9%A4%A8-155943101133504/?locale2=zh_TW,https://goo.gl/maps/HTodxSRNs9gxqt2e7
雙醬咖哩台東新生店,950台東縣台東市新生路52號,台東縣 / 台東市,0981 999 017,4.2,56,Nah,https://goo.gl/maps/rdQnw3efrjMozbzR8
泰城泰式料理,950台東縣台東市新生路599號,台東縣 / 台東市,08 935 9169,3.8,134,Nah,https://goo.gl/maps/chrKUjP3gWPSHk3r9
品田牧場 台東秀泰店,950台東縣台東市新生路93號,台東縣 / 台東市,08 934 8730,4.7,1277,https://www.pinnada.com.tw/,https://goo.gl/maps/a6uV2kMKnTUvMwaJ8
印度咖哩香料屋子Taitung Spice House Exotic Indian & Thai Cuisine,950台東縣台東市漢陽北路418號,台東縣 / 台東市,08 934 2663,4.6,312,https://m.facebook.com/pg/Taitung-Spice-House%E9%A6%99%E6%96%99%E5%B1%8B%E5%AD%90-916139098402859/about/,https://goo.gl/maps/aDLVLKqUrxkM9Pgj8
繹軒蕃茄咖哩,950台東縣台東市福建路226號,台東縣 / 台東市,08 935 6696,3.7,360,https://m.facebook.com/yisyuan2002.10.25/,https://goo.gl/maps/FCC7Aw3Bid4hCaqL6
蘭田手作日式豬排,950台東縣台東市精誠路110號,台東縣 / 台東市,08 934 5526,4.3,1174,https://www.facebook.com/LanTianChaFang,https://goo.gl/maps/LkUkRic3RQFowcEv6
一番咖喱,950台東縣台東市廣東路272號號,台東縣 / 台東市,08 932 4980,4.5,43,Nah,https://goo.gl/maps/MKW9p8a8aSa4PnVv6
薩哩咖咖居食屋,950台東縣台東市鄭州街7號,台東縣 / 台東市,08 932 2899,4.5,329,https://www.facebook.com/SALIGAGA,https://goo.gl/maps/YbadnctEW1a5xDkj6
紫緣鍋燒＆咖哩×茶乃子飲料店,950台東縣台東市豐榮路46-2號,台東縣 / 台東市,08 934 3919,4.1,69,https://www.facebook.com/%E7%B4%AB%E7%B7%A3%E9%8D%8B%E7%87%92%E5%92%96%E5%93%A9%E8%8C%B6%E4%B9%83%E5%AD%90%E9%A3%B2%E6%96%99%E5%BA%97-260633790698116/,https://goo.gl/maps/bTd2881JvT3viDvt8
都蘭食堂,959台東縣東河鄉都蘭村463-2號,台東縣 / 東河鄉,08 953 1810,3.8,112,https://www.facebook.com/DulanDinner/,https://goo.gl/maps/JKEYLbhYLFzzenXh6
Pahanhan。把夯汗,961台東縣成功鎮都歷路142-2號,台東縣 / 成功鎮,0922 565 559,4.8,61,https://www.facebook.com/pahanhanho,https://g.page/pahanhan?share
HakHak好食實驗所,961台東縣成功鎮新村路25號,台東縣 / 成功鎮,0926 286 637,5,25,https://www.facebook.com/103153278921827/posts/103558295547992/?d=n,https://goo.gl/maps/1ugPZNizSo4cFRXe7
越南小廚,963台東縣太麻里鄉太麻里街146號,台東縣 / 太麻里,0922 327 831,4.8,143,https://www.facebook.com/%E8%B6%8A%E5%8D%97%E5%B0%8F%E5%BB%9A-115925253866573,https://goo.gl/maps/idi8nB22L1DRvrT59
